,job_title,company,location,salary,summary,url,easily_apply?
113,Plant Engineering Manager,Reynaldo's Mexican Food Company,Los Angeles,"Up to $100,000 a year","Previous experience with managing complexity and rapidly changing strategies.
Creates specific objectives, functional strategies and develops budgets, policies…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0DcVFhgznB5Qf25mtipWviiFWbcFq41hIAu5tYUiFACfuwU_hWgLE3t8843IP1k4qLdCBquNmIWj6RLCOvBdkWLh1NGdzKUk9Iw_r_mZn4xtpbbo9CET_rt_qZrIrYYWl_Lyv2De9dXaufWkmlpRkveGbRpfY_M_hLO3jiCgg180S85ikkfgyiSp5xm89BGCkylqaeHlmBBRY3XWNfXakpWHhOjcmb7ML8U0-TItFiLT9NzPwReJSCtj0DT5QkgLMEaY6ugQUH_tDNOU1ncoq8xpcNTepixFk-TEQK0Ds04imseE1gZ8NYa44ULCZ8yuIuFByxAOXIw_adpk06emOYAEc78degXWryMSJhvvCLwMk4HBGgoOM4WjAIm8gaiCjXlU-qy1gQGSw3ZZxtZ8pNFbGJIUZlcy-OgC-lXZCBxVLmfTW_VWBrc3dx1FCoj52vBVfFMLTVgN_b68KGiFrdubcprqrkJSttszJl3TedmZQ==&p=12&fvj=1&vjs=3",True
114,"Paid Acquisition Lead (Paid Social, SEM)",CoEfficient Labs,Los Angeles,"$80,000 - $150,000 a year",The Paid Acquisition Lead is responsible for facilitating and managing the strategy and operations for our Pod with the overall goal of retaining our clients…,"https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0AT6Ykrq4y6-2xSPpsHrOXBp2H68UVQpniIOUpNnpiLY6XK98NiYLxAbY-1KfhXBpB9_Xc79GEPggMFj8gODFiK8ADwlXpEGbhMqaRkLWkdsB7UzkpFehOO2FI3ymmwJJW2LWqoFKd8qig_1ev_eK0Y7Es7dLh_NUmR_XzA7_LDaU2GMtfAUWXm73YqEDHqRGkBXx_HAu7rxjqYA9Mfo3bfaim6MFfandOjHYwO6l9RKjmIJBQPuzHKNcTNChMI2npG7AfNzJjoUNDT-V37sGc_6ucZ9fFVwe5Be31nKaekjEJFVvMXiDaF72x90wroJAdgAQQHzLmp6GozPRSJNk_TLlDgEVph06Bfp4UMg_0flHdrFHOypqCtCnMY4ODVgT9mQFNwC8R0WX3uM8QnUDwlTC3RsGr4MU5QeEGKi9LIdDwPkcxWqACxPo4AAvLZ5C93_jUL7-M_tEL3PaNvkpEk_U6P_EsLcrpzYAI3kgu8ySNUhosVoAs22tQc0SS4wsI=&p=13&fvj=1&vjs=3",True
115,VP of Operations,AMS Paving,Los Angeles,"$120,000 - $140,000 a year","Minimum of 10 years’ experience as a manager or supervisor in a construction environment.
This role also requires skill in planning, organization, strategies,…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0A7J1_miGGU21xXEjSqZOz0AOIIvmKcZj4O8TRv-tFx25iiZikhug9F-bttGCkwRX5OmI15AblQPP5MkhMN76AsYVA4s_TtD9WdddE4isozImg1srBagQriqWWEIeazqLe_qmsglkRwAITZAIiDPqHBHuHHUJolZGhflOWZfO7hiVNimFhAbe7iBVEi9VtZSo9Df0eocAumJH5PXA-ckHN0InlZ-EqYCuuDEPkXz8nWxVht-b57uI7vi-ofjpTvr-dwogI0v8zBuyrpRIcpfSThJhvQ7Os8FBHNyTVdna3i092rpRG-436L9S5-ykOjh-lOhRUQu_VO-U9tcwNOvZMncXnpsvUiSHUq-zSvOPQ5XQ9HVPpPbHrWvmtxIqPpkwmy1CtoBWtrI-NBlO_Zd9LUexaSJBMjFPFiCVYNvIjzDEne7cE74j5I9Ect7whcbVml4LrF4S4FWLe5IGfL6guqmeYOlrzS9FIe5Xw3dftnhA==&p=14&fvj=1&vjs=3",True
121,"Manager, Global Brand Marketing (Barbie/Dolls)",Mattel,Los Angeles,N/A,"The Global Marketing team sets the global brand strategy, developing products and marketing plans for regional teams to execute in market.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=707ed286a74913ec&fccid=c83b406ee927ab6a&vjs=3",True
125,Marketing Director,Chinese Laundry – Women’s Footwear & Accessories,Los Angeles,"$130,000 - $180,000 a year","Analyze data to optimize strategy and tactics.
Drive all brand and seasonal strategies & initiatives across wholesale, ecommerce and retail.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?cmp=Chinese-Laundry-%E2%80%93-Women%E2%80%99s-Footwear-%26-Accessories&ti=Marketing+Director&jk=a07c9c1cf4caca50&fccid=40b8a96f21818b48&vjs=3",True
132,Vice President for Communications,None,Los Angeles,"$110,000 - $135,000 a year","Comfortable switching between strategy, writing, project management, press relations, employee management and client communications in any given day.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/company/50+1-Strategies/jobs/Vice-President-Communication-40e256e7a12ee5a2?fccid=023dda8077b15882&vjs=3",True
133,Digital Marketing Manager,"Pelican Products, Inc.",Los Angeles,"$100,000 - $125,000 a year","Must have the ability to develop clear, actionable steps from overall strategy & complete projects meeting deadline/budget.
Generous paid time off plans.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/company/Pelican-Products,-Inc./jobs/Digital-Marketing-Manager-002d6ad6232fff89?fccid=096e116268de763a&vjs=3",True
139,Associate Executive Director,YMCA of Metropolitan L.A.,Los Angeles,N/A,"Develops strategies to motivate staff and achieve goals.
Coordinate effective cultivation and solicitation strategies with the Executive Director, campaign…","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=9911fccdb94b237b&fccid=cff6c2b12d7dc183&vjs=3",True
140,Marketing Manager/Director,KitchenSync,Los Angeles,"$125,000 - $150,000 a year","Ensure internal alignment on customer’s goals and marketing strategies.
Experience in sales, marketing strategy, or account management.
Are you a social expert?","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/company/KitchenSync/jobs/Marketing-Manager-Director-1c8c4ffe032300be?fccid=b0eadfa4d92a3ebf&vjs=3",True
141,Operations Director,Chick-fil-A Long Beach Traffic Circle,Los Angeles,N/A,"Develop a strategy to deliver a great customer experience every time.
Develop a strategy to deliver a great customer experience every time.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=1ad5da634eaf65d9&fccid=5179aab63a97a5d5&vjs=3",True
143,Project Manager,Innova Medical Group,Los Angeles,N/A,"Identify critical path, project risks and work with functional managers/stakeholders to develop mitigation/prioritization strategies.","https://www.indeed.com/jobs?q=Strategy+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=10f07cebdc925b02&fccid=07d1d6efee6b49e6&vjs=3",True
0,Project Manager,"Atascadero Glass, Inc",Los Angeles,"$80,000 - $120,000 a year","Responsible for strategically staffing projects to optimize project timelines and budgets.
Successful project managers will effectively pre-plan and communicate…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0BB45Xnz4A8fA_7Rp0v_AO4nweSUmoLp2PMNt-oVfPRhIynLM0f3wtR6O71aVZ8OhqprxwckXPdow_qKdD8xsScRpZNCYsejaqk9y32ak4OhyiGcbKf83BUba7kERRw41RrcCL5onnP2qYo0_QtbMYH6jMp1TUtIRy1o-OgvOTa9p3Qn-LPaNZp19bzBnPDmWomq8xNYT5wJ7TREy5Gs5dgDHTED40dnyW97st799oQPWYPyfLWE1-MROC8APe_hzFquxJWQOZnLEWMy9DglUXg04U1IJaDFGg3WUS4Emc9o_klNmk8zPW1neK7CbKhJc67LKyY9a27NFjC_GTHrnTuk14VhSnHrnCKqEnRO5McNh7dtppwRRZn9FpW53f8APbuD76jb7zjfPMPNjpDGc7HQg7rYsW8PKr5dY4uHiBP2tsCzvyUHNpAFavgCjBD7Ei76FTRFPFbPtkUY5wRsBt_r5laAZ4CTn4=&p=0&fvj=1&vjs=3",True
1,Project Manager (High End Custom Homes),Boswell Construction,Los Angeles,"From $110,000 a year","Track project costs in order to meet budget.
Measure project performance to identify areas for improvement.
Proven experience seeing projects through the full…","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0Bfk8v8QMzLcNnFlJcQaZh4Lql__F-M4VCRVsyAPNp1H4M3ZtEjbEPh7d8UNrO_6QHDdcSRzL4_0TBS22BIbPHGjT_IxiVNiIJFshNUzfBQ8N0xe8S-EkdjqvoBc7LILBuq4kYnY-6n2bHiNfTNXsIF478xxVf_OJhSU-3vg8gpGzzWWVxFMuka5dlSYdlfeVYR1pamuXH8LKxEvkW7fUb2RVMIeVWnxOp6iGbYfxUrfdg3FSmD44kFshnJI46h0DpiiQhy2Mg32ZzPJz2sxi-U-q0HwfdbC79sSwPMbxd1VZALqQEOQts_2-JRH9XSQfK_3yDvXWMPeAxEyfnOhCpFfWH9CF5dM9jQIfVtUPVLJK02gLYLgMP5nrwUWxCRx_IeTZeJLdFoDEGCELwC4yFR0g58dF1Z8AXP2Ef4CGMmoVUVeCDUJisurxGjrQs8FunETSosRFagrVnSj_NFVnDFUBy9muDqr6e2H9R30hf6z84F8y6UDifC&p=1&fvj=1&vjs=3",True
31,Marketing Operations & Automation Manager,Paper,Los Angeles,N/A,"5 years experience in marketing automation and/or operations.
Responsible for driving operational excellence and directly contributing to overall growth by…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=20/rc/clk?jk=15b97078402a022e&fccid=8ec730d70d62d0f1&vjs=3",True
103,IT Program Management Office Lead,Canoo,Los Angeles,N/A,"5-10 years of full-time experience in an IT or project management role.
Provide support to the broader IT team in the delivery of IT programs and projects.","https://www.indeed.com/jobs?q=Project+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=03f638a9e6baa82e&fccid=7bcd0803774ad140&vjs=3",True
52,Program Manager - ADAS,Canoo,Los Angeles,N/A,"Proven experience in program management and ability to support change.
The Program Manager will effectively organize and drive programs and activities to…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=affeab7249377636&fccid=7bcd0803774ad140&vjs=3",True
34,Project Manager,BakeMark USA,Los Angeles,"$90,000 - $110,000 a year","Health Insurance, Dental Insurance, Vision Insurance, and Life Insurance (Comprehensive healthcare benefits package, with many coverage options).","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/company/BakeMark/jobs/Project-Manager-bcb01d7100ef2d1e?fccid=f6f8b0a4662b3740&vjs=3",True
11,Product Operations Manager,Truelite Trace Inc,Los Angeles,N/A,"Own the new product launch process across all departments with effective collaboration and communication.
Manage the product pricebook in Salesforce, Quickbooks…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=d6ff0c3ead3c30ab&fccid=c35c497f52df4a1e&vjs=3",True
19,Program Manager/ Relationship Manager,"Partner Energy, Inc.",Los Angeles,N/A,"Partner Energy offers a comprehensive compensation package that includes competitive pay, medical, dental, and vision benefits, an employee assistance plan,…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/rc/clk?jk=abc35486a47663aa&fccid=11fa56c5dfe6d4e2&vjs=3",True
49,Health Care Project Manager,ChapCare,Los Angeles,N/A,"Assigns project managers and/or other resources to projects or programs.
Basic Function: The Healthcare Project Manager (HPM) works with the Chief Financial…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=19211385534f3220&fccid=8f98c353087cb2e3&vjs=3",True
47,"Project Manager - Global Operations, N.America",Railsbank,Los Angeles,N/A,An experienced project manager with at least 10 years of work experience and at least 3 years working as a project manager.,"https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=40/rc/clk?jk=2ea14b9a926e5d32&fccid=c575675b09f7d136&vjs=3",True
7,Clinical Operations Manager,reveleer,Los Angeles,N/A,"Leveraging proprietary technology, robust data sets, and subject matter expertise, Reveleer also assists payers with full record retrieval and review services…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/rc/clk?jk=107675f1ac409c0d&fccid=9a4203cb5eab1466&vjs=3",True
6,Operations Manager,Insight Global,Los Angeles,"$120,000 - $145,000 a year","This operations manager must be able to utilize PowerPoint to create presentations to upper management.
5+ years in operations management.","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0BKkHZu3wF05EeDimN_p6sYpKCMArvwa95YdH7UpkaBCi52Bcb3JNt3Qfp7y0IX4HxvUgtEauwIbBRlLSDmh3bchx_3HUI_7DkEEpdssbsrF9JUqdsFNDknoY3FrDqfFftbMKzXQ3wSimDElH6oDddHQ1MKUuv31M0RhPM34noskJCoxWwr3o1c70uvuRXoOSG3Z0Mv8RDTejBKKfVGzUtXbSdf3ORLi7ee1Gmt0GrHf8kbTYE1u3uApZZh-S2WnCTOsHXV7HhzopzqEyCh2hocj9UoyBrN-tZi5aRxJE9bJRnCdCbRavYmwAky55OezoCgUx7anCZPa6Gx9xmEBZJhOHkeGGgBohd6upio56zMt4GPpcWvC6Jxjq2eZas7uXjqetTZuyoBrflCj0yUzzbtKfOmcqjL66ex1AhNMPwK64p-AjlMJnoAdH8ux9_U0Q2DhII7CSB8ifXKbnXBypOucg2mnC_IQ7M=&p=6&fvj=1&vjs=3",True
68,Health Care Project Manager,ChapCare,Los Angeles,N/A,"Assigns project managers and/or other resources to projects or programs.
Basic Function: The Healthcare Project Manager (HPM) works with the Chief Financial…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=60/rc/clk?jk=19211385534f3220&fccid=8f98c353087cb2e3&vjs=3",True
5,Operations Manager,Rapid Anodizing LLC,Los Angeles,"$85,000 - $125,000 a year",Oversee and manage the daily operations and resources to guarantee that the production flow is level loaded across all departments.,"https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/company/Gamma-Engineering,-Inc./jobs/Operation-Manager-87937a5129b328bb?fccid=8750e0ed9a4828cd&vjs=3",True
37,Project Manager,"Jukin Media, Inc",Los Angeles,N/A,"The Senior Project Manager plays an important role in the operations of our engineering teams.
The SPM is a highly organized & metrics driven individual who…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=b3f06d730613a847&fccid=76fe2203073e39b0&vjs=3",True
89,Public Health Program Manager 3- K-12 School Reopening,"Healthcare Staffing Professionals, Inc.",Los Angeles,$59.27 an hour,Directs division or program administrative functions and internal support services and directs and participates in developing and implementing solutions to…,"https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0CBC3QPWf62_ZujIdn61V3p_wwz_uNSPeOtTLODVN0YE5aAuIDiW3OI1bbQzLrL3PCoscxnlh2HY17FDkuPGmEkq4GKhjS9ft2NCtJOL5HAN85FKS_Gd4tprImOgJCr7xCqb2Q7dPaX9oAtJr2L_JLc8-rJdxEPaj_HsDcF6to51fyijUsTsNd53O4UNDokLrMZEkSv7-RtAKYfZCw0jdikx85I9QyBsXG6YlCJpiWj7aEjOSZkJk1MNIihM0bLeAYOUQs-G4oG90jmR2xY-gzQTRDAkGBHoI6BUCN7LzX9jdgz65DLfy8u6iL-jK8vwXRn7RuMw6dNmjSywkAE1ycRy-vc_-KLmQFcYRA_y25DzUp6fyvynhTvAXUW4H2l1Y0wDmsfdokeF5BYysPTXvxDficWhIBcMh3hQy97OsYFSXn7tPDwIS_uzsC_h4CM72SRRMa89fSMlKYC-p2l4v78HqP7Cb5ln4J--YYXaMRh98vtrsvlNv-ZF9K8zYBH48ocPHBTkvCUgg==&p=11&fvj=1&vjs=3",True
90,Program Manager,The Gill Corporation,Los Angeles,"$105,000 - $150,000 a year","Possess strong working knowledge of contracts, engineering design standards, FAA certification, quality systems for manufacturing and program management.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0DQuE_aJ3K-kmdFrrEiCjyHShWhb6o8CcunWmdX86hrxm733G8kcVEdJJ54LG7hbVpEhQbOHFfCjgj6gAl87ZxokGmL8HEq2IXtTUstzN1oxAbym24Bewqb89XHt2Q9kynpXh897mx7fWuKTra-m8UT0uUrJ5V_y4s1zqFnBhXRB52-tRnYZopDVIANbgR_4mvi5aQt9JeuwDuN-bphEHu46g9Hcd9Uy4uYHtvBL7rl351ce_VGtGURjXLUu7r40QI4yPTkKkKcwULf1UwNenbHySos_eL69QWffzoBiE0Xr7LA_JNnvbqWxn6q_qlZiPlvXMLKQTNyNy4h_y71JW3_scnSH_AnluZs9vzJIDnc9datBZwRlaoFcncToPi_YTbLrQN7N0voYA5v_j_-iL6Pp_7KZxsu7mhi186KKv_U3FgB5UKSAMas1o7n18Glm26lw59xsFWc_putlDnSFBIdoMDFm_fkGJs=&p=12&fvj=1&vjs=3",True
2,Distribution Operations Excellence Manager,Generac Power Systems,Los Angeles,"$83,000 - $117,826 a year","The Warehouse OPEX Manager is responsible for the coaching, leading, and implementation of process improvements across Generac’s distribution and warehousing…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0Bw0ZnG8LkKPaI58QVXlpc_AAs-7T0aBLTdykCXOjDEhTLMLhqRizgSddKYBfmIvI35Zk7U_NW_mB26UrDyfT-dVCqnJtS11bO1tRHsV_GELkUF5PItlT7s1Qt9y3fl8BppVPSBA-f1mb4E4odJlKVX4owlKWq7BEZVsZrP0K4BwL58efJpC49zW5YwUhSVeiIqfoLHOJVDtvifqtOofYJTcPPUTsC9Dv5b_I4Rljkv97F7fEcgym0cP7inJNgEUUmof3sY039diBuHwp3e1Es9E8GR8eV84wLoyy2c0q9qPO1KSKnre7CWmfsrSjPXUp5bliuSQNbl8aSXqzLRuRmYCQwbttMCMnH-wNDVvCIQ5cfVNVZvMhlAjXfGobvlTx7B1qfG5nzZxjnOq6VFDW5GFIJ-_w13mOBp6NRkb2zi9tayqrHLxMHC5892yosCsvP61pnMjPM4fw4VTHLmgZaoyckYEMoSSUX-kl14qIyv879pJeXKQ4NVBVcGvs-NGEY=&p=2&fvj=1&vjs=3",True
91,"Attorney, TAY Program Manager",Alliance for Children's Rights,Los Angeles,N/A,Housing advocacy includes advocating for youth who are improperly discharged from their transitional housing programs and analyzing youth’s eligibility for…,"https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=70/pagead/clk?mo=r&ad=-6NYlbfkN0CG1sno1bCku33I2CmLPlaR6TN5CA7a1Dve2-_ELTaom0uDOqLXgFKElGdckRYohOMxTd0SIA3sr-0fsUkkRRFBjzc83LdrjtgwgvrW9bwaPG4ABs196o64l63Bb1_2v7yEACxRyY-kRXxWH_HruIiZO_MUs2fDyfox9yY5zHWLP_SmVSlSXEii6ytjEhAUoBaWNNeGdLKOaqho2l174LgABvlHlTsyH1iUGrPC_iOu5Atb6Hfk_xRZm90rkLLg1g8MmYWWfXKT-PCsNRCgJDpvn7KEiDnr8QhXnial2cHLACQ_mKiGx5iydTzes8Y7kxXZd3RTFYNyrpeLe8qXZSnrKhqDW4bdffPm5bjO_VJfC4gwo_1Pg9SeArZ5ekteFV-6mHGuE_b6ER-b8sg7yxb8k3BIu_oZdp3J88N-1IGYHKFA_S_7ZHkI-DQaJvVUVn4wasNhrvXD4JYnmkG37_RrKL8IwduE9uGrbEa2XTIzQQ5TZr1V9yDT&p=13&fvj=1&vjs=3",True
0,VP of Operations,AMS Paving,Los Angeles,"$120,000 - $140,000 a year","Minimum of 10 years’ experience as a manager or supervisor in a construction environment.
Is responsible for the continuous improvement of AMS Paving’s…","https://www.indeed.com/jobs?q=Operations+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=0/pagead/clk?mo=r&ad=-6NYlbfkN0A7J1_miGGU21xXEjSqZOz0AOIIvmKcZj4O8TRv-tFx25iiZikhug9F-bttGCkwRX5OmI15AblQPP5MkhMN76AsYVA4s_TtD9WdddE4isozImg1srBagQriqWWEIeazqLe_qmsglkRwAITZAIiDPqHBHuHHUJolZGhflOWZfO7hiVNimFhAbe7ijDW3V77nlRmdnjIe6LbnKXKITrH4U7AVBH3wWM0iYDGZLgUgvbTZY09r6pReoN7E0ll-zFrYC2rUtACm4gxSlFXngjV82WF4LZTdhzSBS6Ank2m06XeBVka_L_k9Xg4WqQBquwYTMhcpmsBNOCZU1MeaWwCtfKkIRYWHKr0Ay1xMj0pJig1exP7llh3QeCmGT2HJ8k-gtrICHbSDjikcE4ESFq624zj2H4Rx3maUyaiOI7EzbtIUfLEYDhqVuM7IN6TlzvThWoHXfkD31jVoA64vBUvmHzvbeVOjjqVpypVYwYqFZXcZ5w==&p=0&fvj=1&vjs=3",True
92,Principal Spacecraft Systems Engineer,"Millennium Space Systems, A Boeing Company",Los Angeles,N/A,"Provides systems engineering leadership to teams and programs.
Direct experience with several spacecraft programs and missions.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=80/rc/clk?jk=bd49346d70b79ffe&fccid=4f77b6798111c50a&vjs=3",True
106,Principal Spacecraft Systems Engineer,"Millennium Space Systems, A Boeing Company",Los Angeles,N/A,"Provides systems engineering leadership to teams and programs.
Direct experience with several spacecraft programs and missions.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=bd49346d70b79ffe&fccid=4f77b6798111c50a&vjs=3",True
40,Project Manager,Innova Medical Group,Los Angeles,N/A,"Identify critical path, project risks and work with functional managers/stakeholders to develop mitigation/prioritization strategies.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=30/rc/clk?jk=10f07cebdc925b02&fccid=07d1d6efee6b49e6&vjs=3",True
66,Project Manager w/ Ecommerce domain (REMOTE),ThoughtStorm,Los Angeles,N/A,"Navigate changes that affect the program of work and ensure that the benefits of the program remain viable.
*Maintain a regular review cadence for the program…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=50/company/ThoughtStorm-INC/jobs/Project-Manager-W-b81f6ab46dbcea17?fccid=6d2345d934bb817f&vjs=3",True
103,"Senior Project Manager, Medical Communications",Vaniam Group,Los Angeles,N/A,"Collaborate with department managers and resource managers to ensure projects are staffed appropriately.
Highly Proficient with the following computer programs…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=f0bf2aec0a13910d&fccid=38d02cce06f0a12a&vjs=3",True
102,Senior Hardware Program Manager,"Happiest Baby, Inc.",Los Angeles,N/A,"Manage schedules and deliverables for successful program completion.
Architect the program flow and define schedule, cost, deliverables, integrations points and…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=a445fa0f7ad37dfc&fccid=3e2707371b17a60a&vjs=3",True
96,Program Manager - HV Battery & Charging,Canoo,Los Angeles,N/A,"Proven experience in program management and the ability to support change.
The Program Manager - HV Battery & Charging will effectively organize and drive…","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=4bc447b0b635e0e9&fccid=7bcd0803774ad140&vjs=3",True
100,Regulatory Affairs Manager,SpinLaunch,Los Angeles,N/A,"3+ years of hard tech or start up program management experience.
Highly skilled in managing multi-million-dollar projects and programs.
A passion for new space.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=90/rc/clk?jk=b0e952be8143670f&fccid=c67ce4d1755cfb74&vjs=3",True
15,Program Manager - 1741,Bridgewater Consulting Group,Los Angeles,N/A,"Experienced in program risk management.
Develop and manage the program resource plan.
Demonstrated resource planning skills at the program level.","https://www.indeed.com/jobs?q=Program+Manager$100,000&l=Los+Angeles&jt=fulltime&explvl=mid_level&start=10/company/Bridgewater-Consulting-Group/jobs/Program-Manager-d78d8b835f789d39?fccid=be12e80292fef727&vjs=3",True
